scoreNullable,teamId,hasTeamName,submissionDate,score,hasScore
0.62174,7177565,True,2021-09-15 22:21:55,0.62174,True
0.61881,7099765,True,2021-08-13 10:29:02,0.61881,True
0.61732,7524731,True,2021-10-15 05:20:16,0.61732,True
0.61562,7094509,True,2021-09-21 00:35:37,0.61562,True
0.60751,7488573,True,2021-10-01 18:28:27,0.60751,True
0.60696,7248327,True,2021-10-15 15:44:48,0.60696,True
0.60394,7243380,True,2021-08-12 16:45:33,0.60394,True
0.60322,7388869,True,2021-09-18 20:01:04,0.60322,True
0.60186,7123801,True,2021-10-15 15:15:44,0.60186,True
0.60152,7114519,True,2021-10-12 14:12:19,0.60152,True
0.60152,7278129,True,2021-10-11 08:26:56,0.60152,True
0.60135,7227153,True,2021-10-15 19:39:11,0.60135,True
0.60096,7240260,True,2021-09-14 06:07:14,0.60096,True
0.60054,7094749,True,2021-08-07 12:55:21,0.60054,True
0.60054,7493735,True,2021-10-07 16:22:49,0.60054,True
0.60028,7321416,True,2021-10-09 06:43:58,0.60028,True
0.59931,7093959,True,2021-07-15 19:50:48,0.59931,True
0.59878,7229285,True,2021-10-05 05:41:00,0.59878,True
0.59850,7097572,True,2021-08-03 12:27:54,0.59850,True
0.59846,7093902,True,2021-10-15 22:04:49,0.59846,True
0.59807,7273983,True,2021-09-05 13:46:02,0.59807,True
0.59595,7226234,True,2021-08-07 08:48:58,0.59595,True
0.59595,7100633,True,2021-08-09 00:20:32,0.59595,True
0.59595,7224107,True,2021-09-03 10:13:47,0.59595,True
0.59540,7389437,True,2021-09-15 11:26:53,0.59540,True
0.59531,7097995,True,2021-09-26 01:47:18,0.59531,True
0.59531,7097184,True,2021-09-01 19:04:05,0.59531,True
0.59459,7162286,True,2021-10-15 15:04:12,0.59459,True
0.59280,7372302,True,2021-10-15 00:07:04,0.59280,True
0.59266,7136278,True,2021-10-15 01:36:47,0.59266,True
0.59234,7228263,True,2021-10-11 15:25:30,0.59234,True
0.59204,7244151,True,2021-08-26 23:59:34,0.59204,True
0.59170,7328545,True,2021-09-25 17:09:21,0.59170,True
0.59138,7364098,True,2021-09-01 05:52:38,0.59138,True
0.59098,7229532,True,2021-09-25 19:47:48,0.59098,True
0.59064,7116941,True,2021-09-07 08:47:02,0.59064,True
0.59045,7242221,True,2021-08-11 07:35:25,0.59045,True
0.59038,7276934,True,2021-10-09 05:18:08,0.59038,True
0.59038,7352120,True,2021-09-29 09:43:04,0.59038,True
0.59021,7234399,True,2021-09-18 22:43:47,0.59021,True
0.58936,7093062,True,2021-09-29 06:02:49,0.58936,True
0.58932,7251764,True,2021-08-26 07:55:45,0.58932,True
0.58915,7152569,True,2021-07-29 00:08:12,0.58915,True
0.58902,7229705,True,2021-09-07 01:33:36,0.58902,True
0.58843,7357443,True,2021-10-03 13:51:16,0.58843,True
