scoreNullable,teamId,hasTeamName,submissionDate,score,hasScore
3.83875,112039,True,2015-04-20 20:39:44,3.83875,True
3.97286,128818,True,2015-05-01 15:55:44,3.97286,True
4.06445,113677,True,2015-04-16 00:03:49,4.06445,True
4.44437,93669,True,2014-11-14 17:59:21,4.44437,True
4.63710,100180,True,2014-11-02 14:36:16,4.63710,True
4.81782,163392,True,2015-04-14 21:04:12,4.81782,True
4.98653,113221,True,2014-10-29 22:20:43,4.98653,True
5.37017,155696,True,2015-03-17 23:33:52,5.37017,True
5.39957,125961,True,2014-12-04 00:56:59,5.39957,True
5.40149,105547,True,2014-11-06 09:10:07,5.40149,True
5.40232,120912,True,2015-03-21 17:42:41,5.40232,True
5.41003,170236,True,2015-04-20 10:40:03,5.41003,True
5.43312,118061,True,2014-10-29 00:11:02,5.43312,True
5.48097,146129,True,2015-04-27 11:44:11,5.48097,True
5.49413,93814,True,2014-11-13 01:08:09,5.49413,True
5.53815,96249,True,2014-08-11 05:18:53,5.53815,True
5.54372,94039,True,2014-05-15 20:52:03,5.54372,True
5.54812,134268,True,2015-02-17 16:57:00,5.54812,True
5.54829,152067,True,2015-03-06 00:14:19,5.54829,True
5.55023,117930,True,2014-12-06 03:02:32,5.55023,True
5.55054,118099,True,2014-12-05 01:59:43,5.55054,True
5.55130,128312,True,2014-12-08 21:46:07,5.55130,True
5.55139,118277,True,2014-12-11 02:05:34,5.55139,True
5.55152,131253,True,2014-12-11 20:16:50,5.55152,True
5.55152,118069,True,2014-12-11 21:34:20,5.55152,True
5.55154,114340,True,2014-12-12 22:32:46,5.55154,True
5.55159,128880,True,2014-12-11 14:22:15,5.55159,True
5.55165,94814,True,2014-08-11 20:22:23,5.55165,True
5.55197,131036,True,2014-12-11 18:27:26,5.55197,True
5.55199,125116,True,2014-11-11 04:30:31,5.55199,True
5.55199,127609,True,2014-11-25 05:48:48,5.55199,True
5.55202,112316,True,2014-08-26 04:59:35,5.55202,True
5.55208,126931,True,2014-11-22 21:18:13,5.55208,True
5.55208,95451,True,2014-05-20 09:07:17,5.55208,True
5.55209,108653,True,2014-07-29 15:43:07,5.55209,True
5.55209,128801,True,2014-12-11 20:31:01,5.55209,True
5.55210,131092,True,2014-12-11 21:07:16,5.55210,True
5.55211,94593,True,2014-05-15 14:18:17,5.55211,True
5.55211,94658,True,2014-05-15 20:32:16,5.55211,True
5.55211,95049,True,2014-05-18 13:10:15,5.55211,True
5.55211,104396,True,2014-07-04 10:24:55,5.55211,True
5.55211,109344,True,2014-08-20 13:13:41,5.55211,True
5.55211,119170,True,2014-09-29 02:19:38,5.55211,True
5.55211,122863,True,2014-12-09 21:39:27,5.55211,True
5.55211,96012,True,2014-12-28 15:31:00,5.55211,True
5.55211,115983,True,2014-12-12 01:41:20,5.55211,True
5.55211,120081,True,2014-11-23 12:54:33,5.55211,True
5.55211,118169,True,2014-12-11 16:54:23,5.55211,True
5.55211,131074,True,2014-12-11 00:50:00,5.55211,True
5.55211,131108,True,2014-12-11 04:34:36,5.55211,True
5.55211,118357,True,2014-12-11 08:15:23,5.55211,True
5.55211,103470,True,2015-01-21 17:15:25,5.55211,True
5.55211,139787,True,2015-01-21 19:26:52,5.55211,True
5.55211,139813,True,2015-01-21 20:18:07,5.55211,True
5.55211,117289,True,2015-01-28 19:45:49,5.55211,True
5.55211,142571,True,2015-04-10 11:01:42,5.55211,True
5.55211,126180,True,2015-02-13 08:04:33,5.55211,True
5.55211,152784,True,2015-03-18 10:55:16,5.55211,True
5.55211,154423,True,2015-03-12 13:59:06,5.55211,True
5.55211,164906,True,2015-04-10 03:34:52,5.55211,True
5.55211,165434,True,2015-04-10 03:36:49,5.55211,True
5.55211,165435,True,2015-04-10 03:37:47,5.55211,True
5.55211,167938,True,2015-04-15 15:03:57,5.55211,True
5.55211,172218,True,2015-04-23 10:56:55,5.55211,True
5.55211,170360,True,2015-04-24 13:35:41,5.55211,True
5.55211,172960,True,2015-04-24 22:31:04,5.55211,True
5.55211,173367,True,2015-04-25 21:32:04,5.55211,True
5.55211,147142,True,2015-05-01 22:42:06,5.55211,True
5.55211,149426,True,2015-05-01 23:48:53,5.55211,True
5.55224,131021,True,2014-12-10 20:40:54,5.55224,True
5.55227,131069,True,2014-12-11 06:23:26,5.55227,True
5.55353,130102,True,2014-12-05 11:25:39,5.55353,True
5.55986,118257,True,2014-09-22 08:52:06,5.55986,True
5.62640,117236,True,2014-11-25 13:10:00,5.62640,True
5.63077,133852,True,2014-12-18 15:46:01,5.63077,True
5.67401,99216,True,2014-07-20 17:49:48,5.67401,True
5.74379,97274,True,2014-06-03 11:43:15,5.74379,True
6.42927,117953,True,2014-12-11 06:21:25,6.42927,True
6.48152,113151,True,2014-08-20 23:54:26,6.48152,True
7.10103,112569,True,2014-08-17 17:59:51,7.10103,True
7.27763,162439,True,2015-04-03 16:49:48,7.27763,True
7.40603,170294,True,2015-04-30 20:36:16,7.40603,True
7.91082,132356,True,2014-12-16 18:25:11,7.91082,True
8.62358,118214,True,2014-12-11 18:13:48,8.62358,True
9.41771,113203,True,2014-08-20 22:26:56,9.41771,True
9.45971,97187,True,2014-06-04 05:56:50,9.45971,True
9.54331,175896,True,2015-05-01 15:40:23,9.54331,True
36.45632,114150,True,2014-08-25 01:04:41,36.45632,True
